20-06-2023 | 23:48:09,33.55,20
20-06-2023 | 23:48:12,34.84,20
20-06-2023 | 23:48:16,86.22,20
20-06-2023 | 23:48:20,87.65,20
20-06-2023 | 23:48:23,25.0,20
20-06-2023 | 23:48:27,100.27,20
20-06-2023 | 23:48:31,24.47,20
20-06-2023 | 23:48:34,32.5,20
20-06-2023 | 23:48:38,32.23,20
